,INCIDENT_ID,DATA_YEAR,ORI,PUB_AGENCY_NAME,PUB_AGENCY_UNIT,AGENCY_TYPE_NAME,STATE_ABBR,STATE_NAME,DIVISION_NAME,REGION_NAME,POPULATION_GROUP_CODE,POPULATION_GROUP_DESC,INCIDENT_DATE,ADULT_VICTIM_COUNT,JUVENILE_VICTIM_COUNT,TOTAL_OFFENDER_COUNT,ADULT_OFFENDER_COUNT,JUVENILE_OFFENDER_COUNT,OFFENDER_RACE,OFFENDER_ETHNICITY,VICTIM_COUNT,OFFENSE_NAME,TOTAL_INDIVIDUAL_VICTIMS,LOCATION_NAME,BIAS_DESC,VICTIM_TYPES,MULTIPLE_OFFENSE,MULTIPLE_BIAS
95366,94307,2003,NC0600100,Charlotte-Mecklenburg,,City,NC,North Carolina,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",05-AUG-03,,,3,,,White,,3,Arson;Destruction/Damage/Vandalism of Property;Intimidation,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Business;Individual,M,S
95367,94308,2003,NC0600100,Charlotte-Mecklenburg,,City,NC,North Carolina,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",25-SEP-03,,,0,,,Unknown,,1,Intimidation,1.0,Hotel/Motel/Etc.,Anti-Black or African American,Individual,S,S
95368,94309,2003,NC0600100,Charlotte-Mecklenburg,,City,NC,North Carolina,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",12-NOV-03,,,1,,,Black or African American,,1,Aggravated Assault,1.0,Convenience Store,"Anti-Multiple Races, Group",Individual,S,S
95369,94310,2003,NC0600100,Charlotte-Mecklenburg,,City,NC,North Carolina,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",12-DEC-03,,,0,,,Unknown,,1,Burglary/Breaking & Entering,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
95370,94311,2003,NC0800500,Salisbury,,City,NC,North Carolina,South Atlantic,South,4,"Cities from 25,000 thru 49,999",03-MAY-03,,,1,,,White,,1,Simple Assault,1.0,Residence/Home,Anti-Gay (Male),Individual,S,S
95371,94312,2003,NC0800500,Salisbury,,City,NC,North Carolina,South Atlantic,South,4,"Cities from 25,000 thru 49,999",20-MAY-03,,,1,,,Black or African American,,2,Destruction/Damage/Vandalism of Property;Simple Assault,1.0,Residence/Home,Anti-White,Individual,M,S
95372,94313,2003,NC0800500,Salisbury,,City,NC,North Carolina,South Atlantic,South,4,"Cities from 25,000 thru 49,999",21-MAY-03,,,1,,,Black or African American,,1,Simple Assault,1.0,Residence/Home,Anti-White,Individual,S,S
95373,94314,2003,NC0800500,Salisbury,,City,NC,North Carolina,South Atlantic,South,4,"Cities from 25,000 thru 49,999",29-JUL-03,,,1,,,Black or African American,,1,Simple Assault,1.0,Grocery/Supermarket,Anti-White,Individual,S,S
95374,94315,2003,NC0800500,Salisbury,,City,NC,North Carolina,South Atlantic,South,4,"Cities from 25,000 thru 49,999",28-AUG-03,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0.0,Bank/Savings and Loan,Anti-Black or African American,Financial Institution,S,S
95375,94316,2003,NC0800500,Salisbury,,City,NC,North Carolina,South Atlantic,South,4,"Cities from 25,000 thru 49,999",10-FEB-03,,,1,,,White,,1,Intimidation,1.0,Commercial/Office Building,Anti-Black or African American,Individual,S,S
95376,94317,2003,NC0800500,Salisbury,,City,NC,North Carolina,South Atlantic,South,4,"Cities from 25,000 thru 49,999",01-JUL-03,,,3,,,White,,1,Simple Assault,1.0,Restaurant,Anti-Black or African American,Individual,S,S
95377,94318,2003,NC0800500,Salisbury,,City,NC,North Carolina,South Atlantic,South,4,"Cities from 25,000 thru 49,999",02-DEC-03,,,0,,,Unknown,,1,Intimidation,1.0,School/College,Anti-White,Individual,S,S
95378,94319,2003,NC0840100,Albemarle,,City,NC,North Carolina,South Atlantic,South,5,"Cities from 10,000 thru 24,999",21-SEP-03,,,0,,,Unknown,,1,Intimidation,1.0,Commercial/Office Building,Anti-Black or African American,Individual,S,S
95379,94320,2003,NC0840100,Albemarle,,City,NC,North Carolina,South Atlantic,South,5,"Cities from 10,000 thru 24,999",17-DEC-03,,,0,,,Unknown,,2,Intimidation,2.0,Commercial/Office Building,Anti-Black or African American,Individual,S,S
95380,94321,2003,NC0850300,King,,City,NC,North Carolina,South Atlantic,South,6,"Cities from 2,500 thru 9,999",06-APR-03,,,0,,,Unknown,,1,Intimidation,1.0,Residence/Home,"Anti-Multiple Races, Group",Individual,S,S
95381,94322,2003,NC0850300,King,,City,NC,North Carolina,South Atlantic,South,6,"Cities from 2,500 thru 9,999",31-AUG-03,,,1,,,White,,1,Aggravated Assault,1.0,Grocery/Supermarket,Anti-Black or African American,Individual,S,S
95382,94323,2003,NC0860200,Mount Airy,,City,NC,North Carolina,South Atlantic,South,6,"Cities from 2,500 thru 9,999",10-FEB-03,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1.0,Rental Storage Facility,Anti-Hispanic or Latino,Individual,S,S
95383,94324,2003,NC0860200,Mount Airy,,City,NC,North Carolina,South Atlantic,South,6,"Cities from 2,500 thru 9,999",10-MAR-03,,,1,,,White,,2,Destruction/Damage/Vandalism of Property,0.0,Commercial/Office Building,Anti-Black or African American,Business,S,S
95384,94325,2003,NC0860200,Mount Airy,,City,NC,North Carolina,South Atlantic,South,6,"Cities from 2,500 thru 9,999",25-MAY-03,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1.0,Parking/Drop Lot/Garage,Anti-Hispanic or Latino,Individual,S,S
95385,94326,2003,NC0860200,Mount Airy,,City,NC,North Carolina,South Atlantic,South,6,"Cities from 2,500 thru 9,999",22-AUG-03,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Gay (Male),Individual,S,S
95386,94327,2003,NC0860200,Mount Airy,,City,NC,North Carolina,South Atlantic,South,6,"Cities from 2,500 thru 9,999",20-NOV-03,,,1,,,White,,3,Aggravated Assault;Destruction/Damage/Vandalism of Property,2.0,Highway/Road/Alley/Street/Sidewalk,"Anti-Multiple Races, Group",Individual,M,S
95387,94328,2003,NC0860200,Mount Airy,,City,NC,North Carolina,South Atlantic,South,6,"Cities from 2,500 thru 9,999",26-JUL-03,,,6,,,White,,1,Aggravated Assault,1.0,Parking/Drop Lot/Garage,Anti-Black or African American,Individual,S,S
95388,94329,2003,NC0920100,Raleigh,,City,NC,North Carolina,South Atlantic,South,1C,"Cities from 250,000 thru 499,999",05-MAR-03,,,1,,,Black or African American,,2,Destruction/Damage/Vandalism of Property;Simple Assault,2.0,Residence/Home,Anti-Gay (Male),Individual,M,S
95389,94330,2003,NC0920100,Raleigh,,City,NC,North Carolina,South Atlantic,South,1C,"Cities from 250,000 thru 499,999",20-MAR-03,,,1,,,White,,2,Simple Assault,2.0,Highway/Road/Alley/Street/Sidewalk,Anti-Other Race/Ethnicity/Ancestry,Individual,S,S
95390,94331,2003,NC0920100,Raleigh,,City,NC,North Carolina,South Atlantic,South,1C,"Cities from 250,000 thru 499,999",25-MAR-03,,,1,,,White,,2,Destruction/Damage/Vandalism of Property;Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual,M,S
95391,94332,2003,NC0920100,Raleigh,,City,NC,North Carolina,South Atlantic,South,1C,"Cities from 250,000 thru 499,999",23-JUL-03,,,1,,,Black or African American,,2,Destruction/Damage/Vandalism of Property;Intimidation,2.0,Parking/Drop Lot/Garage,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Individual,M,S
95392,94333,2003,NC0920100,Raleigh,,City,NC,North Carolina,South Atlantic,South,1C,"Cities from 250,000 thru 499,999",27-JUL-03,,,3,,,Black or African American,,2,Intimidation;Simple Assault,2.0,School/College,Anti-White,Individual,M,S
95393,94334,2003,NC0920100,Raleigh,,City,NC,North Carolina,South Atlantic,South,1C,"Cities from 250,000 thru 499,999",12-AUG-03,,,3,,,White,,1,Destruction/Damage/Vandalism of Property,1.0,School/College,Anti-Black or African American,Individual,S,S
95394,94335,2003,NC0920100,Raleigh,,City,NC,North Carolina,South Atlantic,South,1C,"Cities from 250,000 thru 499,999",22-SEP-03,,,1,,,Black or African American,,1,Destruction/Damage/Vandalism of Property,1.0,Convenience Store,Anti-Other Race/Ethnicity/Ancestry,Individual,S,S
95395,94336,2003,NC0920100,Raleigh,,City,NC,North Carolina,South Atlantic,South,1C,"Cities from 250,000 thru 499,999",09-NOV-03,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1.0,Highway/Road/Alley/Street/Sidewalk,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Individual,S,S
95396,94337,2003,NC0920100,Raleigh,,City,NC,North Carolina,South Atlantic,South,1C,"Cities from 250,000 thru 499,999",12-DEC-03,,,2,,,White,,1,Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
95397,94338,2003,NC0920100,Raleigh,,City,NC,North Carolina,South Atlantic,South,1C,"Cities from 250,000 thru 499,999",28-DEC-03,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Jewish,Individual,S,S
95398,94285,2003,NC0920300,Cary,,City,NC,North Carolina,South Atlantic,South,3,"Cities from 50,000 thru 99,999",17-MAY-03,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Jewish,Individual,S,S
95399,94339,2003,NC0920300,Cary,,City,NC,North Carolina,South Atlantic,South,3,"Cities from 50,000 thru 99,999",10-JAN-03,,,1,,,White,,1,Intimidation,1.0,Residence/Home,Anti-Gay (Male),Individual,S,S
95400,94340,2003,NC0920300,Cary,,City,NC,North Carolina,South Atlantic,South,3,"Cities from 50,000 thru 99,999",17-MAY-03,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Jewish,Individual,S,S
102901,101722,2004,NC0010200,Elon,,City,NC,North Carolina,South Atlantic,South,6,"Cities from 2,500 thru 9,999",05-OCT-04,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0.0,Residence/Home,Anti-Black or African American,Other,S,S
102902,101723,2004,NC0010200,Elon,,City,NC,North Carolina,South Atlantic,South,6,"Cities from 2,500 thru 9,999",05-DEC-04,,,1,,,White,,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Gay (Male),Individual,S,S
102903,101724,2004,NC0120000,Burke,,County,NC,North Carolina,South Atlantic,South,9B,"MSA counties from 25,000 thru 99,999",05-JUN-04,,,1,,,White,,2,Intimidation,2.0,Residence/Home,Anti-Black or African American,Individual,S,S
102904,101725,2004,NC0120000,Burke,,County,NC,North Carolina,South Atlantic,South,9B,"MSA counties from 25,000 thru 99,999",19-JUN-04,,,2,,,White,,1,Destruction/Damage/Vandalism of Property,1.0,Construction Site,Anti-Hispanic or Latino,Individual,S,S
102905,101726,2004,NC0120100,Morganton,,City,NC,North Carolina,South Atlantic,South,5,"Cities from 10,000 thru 24,999",18-APR-04,,,1,,,White,,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
102906,101727,2004,NC0120100,Morganton,,City,NC,North Carolina,South Atlantic,South,5,"Cities from 10,000 thru 24,999",12-SEP-04,,,1,,,White,,1,Intimidation,1.0,Parking/Drop Lot/Garage,Anti-Black or African American,Individual,S,S
102907,101728,2004,NC0140200,Lenoir,,City,NC,North Carolina,South Atlantic,South,5,"Cities from 10,000 thru 24,999",18-JUL-04,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0.0,Commercial/Office Building,Anti-Jewish,Business,S,S
102908,101729,2004,NC0180200,Hickory,,City,NC,North Carolina,South Atlantic,South,4,"Cities from 25,000 thru 49,999",06-APR-04,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Individual,S,S
102909,101730,2004,NC0180700,Long View,,City,NC,North Carolina,South Atlantic,South,6,"Cities from 2,500 thru 9,999",26-MAR-04,,,1,,,White,,2,Simple Assault,2.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
102910,101731,2004,NC0200200,Murphy,,City,NC,North Carolina,South Atlantic,South,7,"Cities under 2,500",28-SEP-04,,,1,,,White,,5,Destruction/Damage/Vandalism of Property,5.0,Residence/Home,Anti-Black or African American,Individual,S,S
102911,101732,2004,NC0270000,Currituck,,County,NC,North Carolina,South Atlantic,South,9C,"MSA counties from 10,000 thru 24,999",07-AUG-04,,,1,,,White,,1,Intimidation,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
102912,101733,2004,NC0280000,Dare,,County,NC,North Carolina,South Atlantic,South,8C,"Non-MSA counties from 10,000 thru 24,999",27-OCT-04,,,1,,,White,,1,Aggravated Assault,1.0,School/College,Anti-Jewish,Individual,S,S
102913,101734,2004,NC0280000,Dare,,County,NC,North Carolina,South Atlantic,South,8C,"Non-MSA counties from 10,000 thru 24,999",11-NOV-04,,,0,,,Unknown,,2,Destruction/Damage/Vandalism of Property,0.0,Government/Public Building,Anti-Black or African American,Government,S,S
102914,101735,2004,NC0330100,Rocky Mount,,City,NC,North Carolina,South Atlantic,South,3,"Cities from 50,000 thru 99,999",27-OCT-04,,,2,,,Multiple,,1,Simple Assault,1.0,School/College,Anti-Black or African American,Individual,S,S
102915,101736,2004,NC0330100,Rocky Mount,,City,NC,North Carolina,South Atlantic,South,3,"Cities from 50,000 thru 99,999",31-OCT-04,,,2,,,Black or African American,,2,Robbery;Simple Assault,2.0,Highway/Road/Alley/Street/Sidewalk,Anti-White,Individual,M,S
102916,101737,2004,NC0330100,Rocky Mount,,City,NC,North Carolina,South Atlantic,South,3,"Cities from 50,000 thru 99,999",13-JAN-04,,,1,,,White,,2,Aggravated Assault,2.0,Highway/Road/Alley/Street/Sidewalk,"Anti-Multiple Races, Group",Individual,S,S
102917,101738,2004,NC0340100,Kernersville,,City,NC,North Carolina,South Atlantic,South,5,"Cities from 10,000 thru 24,999",21-MAY-04,,,1,,,White,,1,Intimidation,1.0,Parking/Drop Lot/Garage,Anti-Other Race/Ethnicity/Ancestry,Individual,S,S
102918,101739,2004,NC0360500,Gaston County Police Department,,County,NC,North Carolina,South Atlantic,South,9B,"MSA counties from 25,000 thru 99,999",01-JUN-04,,,3,,,Black or African American,,2,Destruction/Damage/Vandalism of Property;Simple Assault,1.0,Residence/Home,Anti-White,Individual,M,S
102919,101740,2004,NC0360600,Gastonia,,City,NC,North Carolina,South Atlantic,South,3,"Cities from 50,000 thru 99,999",11-FEB-04,,,1,,,Black or African American,,1,Intimidation,1.0,School/College,Anti-White,Individual,S,S
102920,101741,2004,NC0360600,Gastonia,,City,NC,North Carolina,South Atlantic,South,3,"Cities from 50,000 thru 99,999",18-MAR-04,,,1,,,White,,2,Intimidation,2.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
102921,101742,2004,NC0360600,Gastonia,,City,NC,North Carolina,South Atlantic,South,3,"Cities from 50,000 thru 99,999",12-JUL-04,,,0,,,Unknown,,2,Burglary/Breaking & Entering;Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Other Race/Ethnicity/Ancestry,Individual,M,S
102922,101743,2004,NC0410000,Guilford,,County,NC,North Carolina,South Atlantic,South,9A,"MSA counties 100,000 or over",14-JAN-04,,,7,,,Black or African American,,1,Simple Assault,1.0,School/College,Anti-White,Individual,S,S
102923,101744,2004,NC0410000,Guilford,,County,NC,North Carolina,South Atlantic,South,9A,"MSA counties 100,000 or over",12-APR-04,,,0,,,Unknown,,1,Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
102924,101745,2004,NC0410000,Guilford,,County,NC,North Carolina,South Atlantic,South,9A,"MSA counties 100,000 or over",13-APR-04,,,1,,,Unknown,,1,Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
102925,101746,2004,NC0410000,Guilford,,County,NC,North Carolina,South Atlantic,South,9A,"MSA counties 100,000 or over",30-APR-04,,,2,,,White,,1,Destruction/Damage/Vandalism of Property,1.0,Rental Storage Facility,Anti-Black or African American,Individual,S,S
102926,101747,2004,NC0410000,Guilford,,County,NC,North Carolina,South Atlantic,South,9A,"MSA counties 100,000 or over",04-MAY-04,,,2,,,White,,2,Destruction/Damage/Vandalism of Property;Intimidation,1.0,Residence/Home,Anti-Gay (Male),Individual,M,S
102927,101748,2004,NC0410000,Guilford,,County,NC,North Carolina,South Atlantic,South,9A,"MSA counties 100,000 or over",12-OCT-04,,,2,,,White,,1,Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
102928,101749,2004,NC0410300,High Point,,City,NC,North Carolina,South Atlantic,South,3,"Cities from 50,000 thru 99,999",20-MAR-04,,,1,,,White,,1,Aggravated Assault,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
102929,101750,2004,NC0410500,University of North Carolina:,Greensboro,University or College,NC,North Carolina,South Atlantic,South,7,"Cities under 2,500",30-APR-04,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1.0,School/College,Anti-Black or African American,Individual,S,S
102930,101761,2004,NC0440000,Haywood,,County,NC,North Carolina,South Atlantic,South,9B,"MSA counties from 25,000 thru 99,999",27-APR-04,,,1,,,White,,2,Destruction/Damage/Vandalism of Property,2.0,Highway/Road/Alley/Street/Sidewalk,Anti-Other Race/Ethnicity/Ancestry,Individual,S,S
102931,101762,2004,NC0450300,Fletcher,,City,NC,North Carolina,South Atlantic,South,6,"Cities from 2,500 thru 9,999",11-MAY-04,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,0.0,Church/Synagogue/Temple/Mosque,Anti-Black or African American,Religious Organization,S,S
102932,101763,2004,NC0490200,Statesville,,City,NC,North Carolina,South Atlantic,South,5,"Cities from 10,000 thru 24,999",15-MAY-04,,,1,,,White,,1,Simple Assault,1.0,Department/Discount Store,Anti-Black or African American,Individual,S,S
102933,101764,2004,NC0500200,Western Carolina University,,University or College,NC,North Carolina,South Atlantic,South,7,"Cities under 2,500",16-DEC-04,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Asian,Individual,S,S
102934,101765,2004,NC0510000,Johnston,,County,NC,North Carolina,South Atlantic,South,9A,"MSA counties 100,000 or over",22-JAN-04,,,1,,,White,,1,Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
102935,101766,2004,NC0510000,Johnston,,County,NC,North Carolina,South Atlantic,South,9A,"MSA counties 100,000 or over",23-MAR-04,,,1,,,White,,1,Intimidation,1.0,Residence/Home,"Anti-Multiple Races, Group",Individual,S,S
102936,101767,2004,NC0510000,Johnston,,County,NC,North Carolina,South Atlantic,South,9A,"MSA counties 100,000 or over",05-MAY-04,,,1,,,White,,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
102937,101768,2004,NC0510000,Johnston,,County,NC,North Carolina,South Atlantic,South,9A,"MSA counties 100,000 or over",23-SEP-04,,,1,,,Multiple,,1,Simple Assault,1.0,Government/Public Building,Anti-White,Individual,S,S
102938,101769,2004,NC0540100,Kinston,,City,NC,North Carolina,South Atlantic,South,5,"Cities from 10,000 thru 24,999",11-AUG-04,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Heterosexual,Individual,S,S
102939,101770,2004,NC0600100,Charlotte-Mecklenburg,,City,NC,North Carolina,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",18-JAN-04,,,1,,,White,,2,Aggravated Assault,2.0,Bar/Nightclub,Anti-Gay (Male),Individual,S,S
102940,101771,2004,NC0600100,Charlotte-Mecklenburg,,City,NC,North Carolina,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",19-APR-04,,,0,,,Unknown,,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-White,Individual,S,S
102941,101772,2004,NC0600100,Charlotte-Mecklenburg,,City,NC,North Carolina,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",18-MAY-04,,,0,,,Unknown,,1,Intimidation,1.0,Bank/Savings and Loan,Anti-Jewish,Individual,S,S
102942,101773,2004,NC0600100,Charlotte-Mecklenburg,,City,NC,North Carolina,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",26-SEP-04,,,1,,,White,,1,Simple Assault,1.0,Residence/Home,Anti-Gay (Male),Individual,S,S
102943,101774,2004,NC0600100,Charlotte-Mecklenburg,,City,NC,North Carolina,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",26-SEP-04,,,1,,,White,,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Gay (Male),Individual,S,S
102944,101775,2004,NC0600100,Charlotte-Mecklenburg,,City,NC,North Carolina,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",23-OCT-04,,,1,,,Black or African American,,1,Aggravated Assault,1.0,Residence/Home,Anti-Gay (Male),Individual,S,S
102945,101776,2004,NC0600100,Charlotte-Mecklenburg,,City,NC,North Carolina,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",29-OCT-04,,,2,,,White,,1,Aggravated Assault,1.0,Convenience Store,Anti-Black or African American,Individual,S,S
